Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Year,AST,AS,HST,HS,Hg,Ag
2012-12-29,Aston Villa,Wigan,0.0,3.0,A,2012,6.0,9.0,4.0,11.0,1,19
2012-12-29,Fulham,Swansea,1.0,2.0,A,2012,9.0,10.0,13.0,22.0,4,15
2012-12-29,Man United,West Brom,2.0,0.0,H,2012,9.0,13.0,14.0,17.0,7,17
2012-12-29,Norwich,Man City,3.0,4.0,A,2012,9.0,13.0,8.0,13.0,9,6
2012-12-29,Reading,West Ham,1.0,0.0,H,2012,3.0,11.0,2.0,3.0,11,18
2012-12-29,Stoke,Southampton,3.0,3.0,D,2012,7.0,8.0,8.0,10.0,13,12
2012-12-29,Sunderland,Tottenham,1.0,2.0,A,2012,14.0,18.0,6.0,9.0,14,16
2012-12-30,Everton,Chelsea,1.0,2.0,A,2012,10.0,15.0,6.0,12.0,3,2
2012-12-30,QPR,Liverpool,0.0,3.0,A,2012,11.0,16.0,7.0,14.0,10,5
2013-01-01,Man City,Stoke,3.0,0.0,H,2013,3.0,4.0,9.0,17.0,6,13
2013-01-01,Southampton,Arsenal,1.0,1.0,D,2013,4.0,6.0,6.0,9.0,12,0
2013-01-01,Swansea,Aston Villa,2.0,2.0,D,2013,6.0,8.0,13.0,23.0,15,1
2013-01-01,Tottenham,Reading,3.0,1.0,H,2013,4.0,7.0,20.0,30.0,16,11
2013-01-01,West Brom,Fulham,1.0,2.0,A,2013,5.0,10.0,10.0,17.0,17,4
2013-01-01,West Ham,Norwich,2.0,1.0,H,2013,3.0,9.0,8.0,14.0,18,9
2013-01-01,Wigan,Man United,0.0,4.0,A,2013,9.0,14.0,3.0,7.0,19,7
2013-01-02,Chelsea,QPR,0.0,1.0,A,2013,5.0,8.0,11.0,23.0,2,10
2013-01-02,Liverpool,Sunderland,3.0,0.0,H,2013,5.0,6.0,16.0,27.0,5,14
2013-01-02,Newcastle,Everton,1.0,2.0,A,2013,6.0,7.0,11.0,14.0,8,3
2013-01-12,Aston Villa,Southampton,0.0,1.0,A,2013,4.0,11.0,10.0,16.0,1,12
2013-01-12,Everton,Swansea,0.0,0.0,D,2013,2.0,4.0,8.0,16.0,3,15
2013-01-12,Fulham,Wigan,1.0,1.0,D,2013,6.0,15.0,5.0,14.0,4,19
2013-01-12,Norwich,Newcastle,0.0,0.0,D,2013,4.0,9.0,3.0,12.0,9,8
2013-01-12,QPR,Tottenham,0.0,0.0,D,2013,8.0,16.0,1.0,4.0,10,16
2013-01-12,Reading,West Brom,3.0,2.0,H,2013,6.0,11.0,7.0,7.0,11,17
2013-01-12,Stoke,Chelsea,0.0,4.0,A,2013,9.0,11.0,5.0,11.0,13,2
2013-01-12,Sunderland,West Ham,3.0,0.0,H,2013,4.0,9.0,14.0,18.0,14,18
2013-01-13,Arsenal,Man City,0.0,2.0,A,2013,9.0,16.0,4.0,9.0,0,6
2013-01-13,Man United,Liverpool,2.0,1.0,H,2013,5.0,12.0,10.0,15.0,7,5
2013-01-16,Chelsea,Southampton,2.0,2.0,D,2013,3.0,7.0,10.0,19.0,2,12
2013-01-19,Liverpool,Norwich,5.0,0.0,H,2013,3.0,5.0,10.0,17.0,5,9
2013-01-19,Man City,Fulham,2.0,0.0,H,2013,0.0,3.0,11.0,20.0,6,4
2013-01-19,Newcastle,Reading,1.0,2.0,A,2013,2.0,6.0,10.0,15.0,8,11
2013-01-19,Swansea,Stoke,3.0,1.0,H,2013,2.0,7.0,6.0,12.0,15,13
2013-01-19,West Brom,Aston Villa,2.0,2.0,D,2013,7.0,11.0,9.0,25.0,17,1
2013-01-19,West Ham,QPR,1.0,1.0,D,2013,6.0,9.0,13.0,22.0,18,10
2013-01-19,Wigan,Sunderland,2.0,3.0,A,2013,5.0,10.0,11.0,20.0,19,14
2013-01-20,Chelsea,Arsenal,2.0,1.0,H,2013,8.0,12.0,8.0,13.0,2,0
2013-01-20,Tottenham,Man United,1.0,1.0,D,2013,4.0,6.0,18.0,23.0,16,7
2013-01-21,Southampton,Everton,0.0,0.0,D,2013,7.0,10.0,11.0,14.0,12,3
2013-01-23,Arsenal,West Ham,5.0,1.0,H,2013,5.0,7.0,17.0,23.0,0,18
2013-01-29,Aston Villa,Newcastle,1.0,2.0,A,2013,7.0,10.0,4.0,10.0,1,8
2013-01-29,QPR,Man City,0.0,0.0,D,2013,7.0,15.0,3.0,5.0,10,6
2013-01-29,Stoke,Wigan,2.0,2.0,D,2013,6.0,11.0,4.0,9.0,13,19
2013-01-29,Sunderland,Swansea,0.0,0.0,D,2013,8.0,18.0,2.0,4.0,14,15
2013-01-30,Arsenal,Liverpool,2.0,2.0,D,2013,5.0,10.0,6.0,14.0,0,5
2013-01-30,Everton,West Brom,2.0,1.0,H,2013,4.0,7.0,4.0,11.0,3,17
2013-01-30,Fulham,West Ham,3.0,1.0,H,2013,4.0,8.0,6.0,13.0,4,18
2013-01-30,Man United,Southampton,2.0,1.0,H,2013,10.0,21.0,7.0,11.0,7,12
2013-01-30,Norwich,Tottenham,1.0,1.0,D,2013,7.0,12.0,4.0,8.0,9,16
2013-01-30,Reading,Chelsea,2.0,2.0,D,2013,5.0,14.0,2.0,5.0,11,2
2013-02-02,Arsenal,Stoke,1.0,0.0,H,2013,2.0,6.0,9.0,15.0,0,13
2013-02-02,Everton,Aston Villa,3.0,3.0,D,2013,4.0,8.0,13.0,22.0,3,1
2013-02-02,Fulham,Man United,0.0,1.0,A,2013,8.0,13.0,8.0,15.0,4,7
2013-02-02,Newcastle,Chelsea,3.0,2.0,H,2013,6.0,12.0,13.0,19.0,8,2
2013-02-02,QPR,Norwich,0.0,0.0,D,2013,9.0,14.0,7.0,15.0,10,9
2013-02-02,Reading,Sunderland,2.0,1.0,H,2013,6.0,10.0,5.0,9.0,11,14
2013-02-02,West Ham,Swansea,1.0,0.0,H,2013,7.0,11.0,9.0,18.0,18,15
2013-02-02,Wigan,Southampton,2.0,2.0,D,2013,7.0,15.0,3.0,5.0,19,12
2013-02-03,Man City,Liverpool,2.0,2.0,D,2013,12.0,21.0,5.0,9.0,6,5
2013-02-03,West Brom,Tottenham,0.0,1.0,A,2013,13.0,21.0,3.0,4.0,17,16
2013-02-09,Chelsea,Wigan,4.0,1.0,H,2013,10.0,13.0,17.0,25.0,2,19
2013-02-09,Norwich,Fulham,0.0,0.0,D,2013,5.0,7.0,8.0,15.0,9,4
2013-02-09,Southampton,Man City,3.0,1.0,H,2013,4.0,7.0,7.0,13.0,12,6
2013-02-09,Stoke,Reading,2.0,1.0,H,2013,4.0,5.0,10.0,13.0,13,11
2013-02-09,Sunderland,Arsenal,0.0,1.0,A,2013,9.0,18.0,7.0,12.0,14,0
2013-02-09,Swansea,QPR,4.0,1.0,H,2013,8.0,14.0,12.0,13.0,15,10
2013-02-09,Tottenham,Newcastle,2.0,1.0,H,2013,7.0,9.0,9.0,16.0,16,8
2013-02-10,Aston Villa,West Ham,2.0,1.0,H,2013,7.0,13.0,2.0,7.0,1,18
2013-02-10,Man United,Everton,2.0,0.0,H,2013,8.0,9.0,6.0,10.0,7,3
2013-02-11,Liverpool,West Brom,0.0,2.0,A,2013,3.0,4.0,14.0,23.0,5,17
2013-02-17,Liverpool,Swansea,5.0,0.0,H,2013,3.0,4.0,18.0,33.0,5,15
2013-02-23,Arsenal,Aston Villa,2.0,1.0,H,2013,3.0,5.0,14.0,24.0,0,1
2013-02-23,Fulham,Stoke,1.0,0.0,H,2013,2.0,7.0,9.0,20.0,4,13
2013-02-23,Norwich,Everton,2.0,1.0,H,2013,5.0,11.0,9.0,10.0,9,3
2013-02-23,QPR,Man United,0.0,2.0,A,2013,8.0,13.0,5.0,12.0,10,7
2013-02-23,Reading,Wigan,0.0,3.0,A,2013,8.0,14.0,1.0,7.0,11,19
2013-02-23,West Brom,Sunderland,2.0,1.0,H,2013,6.0,10.0,7.0,17.0,17,14
2013-02-24,Man City,Chelsea,2.0,0.0,H,2013,1.0,4.0,11.0,15.0,6,2
2013-02-24,Newcastle,Southampton,4.0,2.0,H,2013,7.0,11.0,5.0,11.0,8,12
2013-02-25,West Ham,Tottenham,2.0,3.0,A,2013,16.0,25.0,6.0,8.0,18,16
2013-03-02,Chelsea,West Brom,1.0,0.0,H,2013,4.0,8.0,19.0,25.0,2,17
2013-03-02,Everton,Reading,3.0,1.0,H,2013,6.0,12.0,12.0,18.0,3,11
2013-03-02,Man United,Norwich,4.0,0.0,H,2013,1.0,1.0,10.0,13.0,7,9
2013-03-02,Southampton,QPR,1.0,2.0,A,2013,3.0,5.0,9.0,17.0,12,10
2013-03-02,Stoke,West Ham,0.0,1.0,A,2013,7.0,10.0,2.0,10.0,13,18
2013-03-02,Sunderland,Fulham,2.0,2.0,D,2013,4.0,7.0,6.0,12.0,14,4
2013-03-02,Swansea,Newcastle,1.0,0.0,H,2013,7.0,14.0,7.0,10.0,15,8
2013-03-02,Wigan,Liverpool,0.0,4.0,A,2013,7.0,8.0,11.0,15.0,19,5
2013-03-03,Tottenham,Arsenal,2.0,1.0,H,2013,6.0,10.0,5.0,11.0,16,0
2013-03-04,Aston Villa,Man City,0.0,1.0,A,2013,12.0,20.0,5.0,10.0,1,6
2013-03-09,Norwich,Southampton,0.0,0.0,D,2013,7.0,15.0,2.0,3.0,9,12
2013-03-09,QPR,Sunderland,3.0,1.0,H,2013,3.0,7.0,8.0,15.0,10,14
2013-03-09,Reading,Aston Villa,1.0,2.0,A,2013,7.0,18.0,4.0,10.0,11,1
2013-03-09,West Brom,Swansea,2.0,1.0,H,2013,4.0,9.0,6.0,12.0,17,15
2013-03-10,Liverpool,Tottenham,3.0,2.0,H,2013,9.0,15.0,4.0,10.0,5,16
2013-03-10,Newcastle,Stoke,2.0,1.0,H,2013,4.0,7.0,6.0,14.0,8,13
2013-03-16,Aston Villa,QPR,3.0,2.0,H,2013,11.0,18.0,6.0,10.0,1,10
2013-03-16,Everton,Man City,2.0,0.0,H,2013,11.0,17.0,5.0,11.0,3,6
2013-03-16,Man United,Reading,1.0,0.0,H,2013,1.0,5.0,8.0,17.0,7,11
2013-03-16,Southampton,Liverpool,3.0,1.0,H,2013,6.0,8.0,12.0,17.0,12,5
2013-03-16,Stoke,West Brom,0.0,0.0,D,2013,5.0,9.0,5.0,13.0,13,17
2013-03-16,Swansea,Arsenal,0.0,2.0,A,2013,11.0,15.0,2.0,9.0,15,0
2013-03-17,Chelsea,West Ham,2.0,0.0,H,2013,9.0,15.0,14.0,24.0,2,18
2013-03-17,Sunderland,Norwich,1.0,1.0,D,2013,3.0,7.0,8.0,16.0,14,9
2013-03-17,Tottenham,Fulham,0.0,1.0,A,2013,2.0,6.0,6.0,12.0,16,4
2013-03-17,Wigan,Newcastle,2.0,1.0,H,2013,4.0,9.0,10.0,13.0,19,8
2013-03-30,Arsenal,Reading,4.0,1.0,H,2013,2.0,4.0,14.0,23.0,0,11
2013-03-30,Everton,Stoke,1.0,0.0,H,2013,5.0,10.0,9.0,15.0,3,13
2013-03-30,Man City,Newcastle,4.0,0.0,H,2013,1.0,5.0,11.0,19.0,6,8
2013-03-30,Southampton,Chelsea,2.0,1.0,H,2013,4.0,7.0,8.0,13.0,12,2
2013-03-30,Sunderland,Man United,0.0,1.0,A,2013,6.0,10.0,4.0,9.0,14,7
2013-03-30,Swansea,Tottenham,1.0,2.0,A,2013,7.0,9.0,3.0,11.0,15,16
2013-03-30,West Ham,West Brom,3.0,1.0,H,2013,11.0,17.0,8.0,14.0,18,17
2013-03-30,Wigan,Norwich,1.0,0.0,H,2013,5.0,9.0,6.0,13.0,19,9
2013-03-31,Aston Villa,Liverpool,1.0,2.0,A,2013,12.0,16.0,7.0,10.0,1,5
2013-04-01,Fulham,QPR,3.0,2.0,H,2013,11.0,19.0,5.0,9.0,4,10
2013-04-06,Norwich,Swansea,2.0,2.0,D,2013,9.0,16.0,9.0,12.0,9,15
2013-04-06,Reading,Southampton,0.0,2.0,A,2013,4.0,12.0,3.0,8.0,11,12
2013-04-06,Stoke,Aston Villa,1.0,3.0,A,2013,8.0,11.0,2.0,6.0,13,1
2013-04-06,West Brom,Arsenal,1.0,2.0,A,2013,6.0,11.0,5.0,16.0,17,0
2013-04-07,Chelsea,Sunderland,2.0,1.0,H,2013,3.0,7.0,7.0,14.0,2,14
2013-04-07,Liverpool,West Ham,0.0,0.0,D,2013,4.0,10.0,12.0,19.0,5,18
2013-04-07,Newcastle,Fulham,1.0,0.0,H,2013,3.0,5.0,10.0,20.0,8,4
2013-04-07,QPR,Wigan,1.0,1.0,D,2013,10.0,16.0,2.0,6.0,10,19
2013-04-07,Tottenham,Everton,2.0,2.0,D,2013,5.0,9.0,10.0,19.0,16,3
2013-04-08,Man United,Man City,1.0,2.0,A,2013,5.0,9.0,7.0,16.0,7,6
2013-04-13,Arsenal,Norwich,3.0,1.0,H,2013,5.0,5.0,7.0,10.0,0,9
2013-04-13,Aston Villa,Fulham,1.0,1.0,D,2013,3.0,8.0,7.0,15.0,1,4
2013-04-13,Everton,QPR,2.0,0.0,H,2013,5.0,8.0,10.0,14.0,3,10
2013-04-13,Reading,Liverpool,0.0,0.0,D,2013,15.0,26.0,5.0,7.0,11,5
2013-04-13,Southampton,West Ham,1.0,1.0,D,2013,4.0,6.0,11.0,15.0,12,18
2013-04-14,Newcastle,Sunderland,0.0,3.0,A,2013,7.0,8.0,9.0,15.0,8,14
2013-04-14,Stoke,Man United,0.0,2.0,A,2013,3.0,9.0,4.0,13.0,13,7
2013-04-16,Arsenal,Everton,0.0,0.0,D,2013,5.0,10.0,6.0,10.0,0,3
2013-04-17,Fulham,Chelsea,0.0,3.0,A,2013,10.0,13.0,7.0,11.0,4,2
2013-04-17,Man City,Wigan,1.0,0.0,H,2013,6.0,8.0,4.0,10.0,6,19
2013-04-17,West Ham,Man United,2.0,2.0,D,2013,9.0,15.0,4.0,10.0,18,7
2013-04-20,Fulham,Arsenal,0.0,1.0,A,2013,7.0,10.0,5.0,7.0,4,0
2013-04-20,Norwich,Reading,2.0,1.0,H,2013,6.0,14.0,9.0,19.0,9,11
2013-04-20,QPR,Stoke,0.0,2.0,A,2013,4.0,11.0,11.0,25.0,10,13
2013-04-20,Sunderland,Everton,1.0,0.0,H,2013,5.0,8.0,4.0,8.0,14,3
2013-04-20,Swansea,Southampton,0.0,0.0,D,2013,5.0,9.0,7.0,14.0,15,12
2013-04-20,West Brom,Newcastle,1.0,1.0,D,2013,6.0,10.0,4.0,8.0,17,8
2013-04-20,West Ham,Wigan,2.0,0.0,H,2013,10.0,18.0,11.0,17.0,18,19
2013-04-21,Liverpool,Chelsea,2.0,2.0,D,2013,6.0,9.0,12.0,23.0,5,2
2013-04-21,Tottenham,Man City,3.0,1.0,H,2013,7.0,11.0,8.0,11.0,16,6
2013-04-22,Man United,Aston Villa,3.0,0.0,H,2013,5.0,8.0,5.0,10.0,7,1
2013-04-27,Everton,Fulham,1.0,0.0,H,2013,2.0,6.0,10.0,17.0,3,4
2013-04-27,Man City,West Ham,2.0,1.0,H,2013,6.0,9.0,10.0,16.0,6,18
2013-04-27,Newcastle,Liverpool,0.0,6.0,A,2013,10.0,11.0,1.0,5.0,8,5
2013-04-27,Southampton,West Brom,0.0,3.0,A,2013,9.0,11.0,4.0,16.0,12,17
2013-04-27,Stoke,Norwich,1.0,0.0,H,2013,0.0,5.0,4.0,12.0,13,9
2013-04-27,Wigan,Tottenham,2.0,2.0,D,2013,7.0,14.0,4.0,6.0,19,16
2013-04-28,Arsenal,Man United,1.0,1.0,D,2013,5.0,10.0,13.0,19.0,0,7
2013-04-28,Chelsea,Swansea,2.0,0.0,H,2013,8.0,11.0,14.0,21.0,2,15
2013-04-28,Reading,QPR,0.0,0.0,D,2013,5.0,15.0,7.0,13.0,11,10
2013-04-29,Aston Villa,Sunderland,6.0,1.0,H,2013,4.0,7.0,15.0,18.0,1,14
2013-05-04,Fulham,Reading,2.0,4.0,A,2013,13.0,20.0,13.0,18.0,4,11
2013-05-04,Norwich,Aston Villa,1.0,2.0,A,2013,6.0,12.0,4.0,9.0,9,1
2013-05-04,QPR,Arsenal,0.0,1.0,A,2013,11.0,13.0,6.0,14.0,10,0
2013-05-04,Swansea,Man City,0.0,0.0,D,2013,8.0,12.0,1.0,7.0,15,6
2013-05-04,Tottenham,Southampton,1.0,0.0,H,2013,6.0,10.0,4.0,7.0,16,12
2013-05-04,West Brom,Wigan,2.0,3.0,A,2013,8.0,13.0,11.0,17.0,17,19
2013-05-04,West Ham,Newcastle,0.0,0.0,D,2013,6.0,11.0,3.0,9.0,18,8
2013-05-05,Liverpool,Everton,0.0,0.0,D,2013,4.0,11.0,8.0,16.0,5,3
2013-05-05,Man United,Chelsea,0.0,1.0,A,2013,6.0,15.0,4.0,10.0,7,2
2013-05-06,Sunderland,Stoke,1.0,1.0,D,2013,7.0,11.0,7.0,14.0,14,13
2013-05-07,Man City,West Brom,1.0,0.0,H,2013,11.0,20.0,9.0,21.0,6,17
2013-05-07,Wigan,Swansea,2.0,3.0,A,2013,6.0,10.0,11.0,14.0,19,15
2013-05-08,Chelsea,Tottenham,2.0,2.0,D,2013,6.0,13.0,8.0,15.0,2,16
2013-05-11,Aston Villa,Chelsea,1.0,2.0,A,2013,8.0,11.0,7.0,12.0,1,2
2013-05-12,Everton,West Ham,2.0,0.0,H,2013,2.0,7.0,13.0,23.0,3,18
2013-05-12,Fulham,Liverpool,1.0,3.0,A,2013,14.0,20.0,8.0,10.0,4,5
2013-05-12,Man United,Swansea,2.0,1.0,H,2013,2.0,5.0,9.0,16.0,7,15
2013-05-12,Norwich,West Brom,4.0,0.0,H,2013,5.0,8.0,8.0,11.0,9,17
2013-05-12,QPR,Newcastle,1.0,2.0,A,2013,7.0,10.0,3.0,8.0,10,8
2013-05-12,Stoke,Tottenham,1.0,2.0,A,2013,15.0,23.0,3.0,6.0,13,16
2013-05-12,Sunderland,Southampton,1.0,1.0,D,2013,10.0,15.0,5.0,5.0,14,12
2013-05-14,Arsenal,Wigan,4.0,1.0,H,2013,5.0,10.0,12.0,19.0,0,19
2013-05-14,Reading,Man City,0.0,2.0,A,2013,20.0,27.0,7.0,11.0,11,6
2013-05-19,Chelsea,Everton,2.0,1.0,H,2013,9.0,16.0,10.0,20.0,2,3
2013-05-19,Liverpool,QPR,1.0,0.0,H,2013,3.0,10.0,20.0,27.0,5,10
2013-05-19,Man City,Norwich,2.0,3.0,A,2013,7.0,12.0,5.0,12.0,6,9
2013-05-19,Newcastle,Arsenal,0.0,1.0,A,2013,3.0,9.0,2.0,7.0,8,0
2013-05-19,Southampton,Stoke,1.0,1.0,D,2013,3.0,7.0,7.0,11.0,12,13
2013-05-19,Swansea,Fulham,0.0,3.0,A,2013,6.0,8.0,11.0,19.0,15,4
2013-05-19,Tottenham,Sunderland,1.0,0.0,H,2013,4.0,6.0,19.0,23.0,16,14
2013-05-19,West Brom,Man United,5.0,5.0,D,2013,8.0,12.0,8.0,15.0,17,7
2013-05-19,West Ham,Reading,4.0,2.0,H,2013,7.0,17.0,12.0,21.0,18,11
2013-05-19,Wigan,Aston Villa,2.0,2.0,D,2013,2.0,5.0,6.0,12.0,19,1
