Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Year,AST,AS,HST,HS,Hg,Ag,PFTHG,BHT,PFTAG,BAT,PFTR
2013-02-09,Southampton,Man City,3.0,1.0,H,2013,4.0,7.0,7.0,13.0,12,6,1,1.137580824041307,1,1.1951499920785442,D
2013-02-09,Stoke,Reading,2.0,1.0,H,2013,4.0,5.0,10.0,13.0,13,11,1,1.8081429212180908,0,0.7414153314792593,H
2013-02-09,Sunderland,Arsenal,0.0,1.0,A,2013,9.0,18.0,7.0,12.0,14,0,1,1.1967538490706124,0,0.9762147424989422,H
2013-02-09,Swansea,QPR,4.0,1.0,H,2013,8.0,14.0,12.0,13.0,15,10,1,1.491512465630199,0,0.5514172926097144,H
2013-02-09,Tottenham,Newcastle,2.0,1.0,H,2013,7.0,9.0,9.0,16.0,16,8,2,2.6126923346331186,0,0.9778382768225534,H
2013-02-10,Aston Villa,West Ham,2.0,1.0,H,2013,7.0,13.0,2.0,7.0,1,18,1,1.3241749659251494,1,1.1988260650131035,D
2013-02-10,Man United,Everton,2.0,0.0,H,2013,8.0,9.0,6.0,10.0,7,3,1,1.6050518754570966,0,0.8134681451320582,H
2013-02-11,Liverpool,West Brom,0.0,2.0,A,2013,3.0,4.0,14.0,23.0,5,17,1,1.8341525522140731,1,1.1000239113177,D
2013-02-17,Liverpool,Swansea,5.0,0.0,H,2013,3.0,4.0,18.0,33.0,5,15,1,1.739360576469433,0,0.7198455247787126,H
2013-02-23,Arsenal,Aston Villa,2.0,1.0,H,2013,3.0,5.0,14.0,24.0,0,1,2,2.2118691665586945,0,0.8103493670063586,H
2013-02-23,Fulham,Stoke,1.0,0.0,H,2013,2.0,7.0,9.0,20.0,4,13,1,1.5869684990206794,0,0.8496212114367815,H
2013-02-23,Norwich,Everton,2.0,1.0,H,2013,5.0,11.0,9.0,10.0,9,3,1,1.3243052226424892,1,1.1431249099295762,D
2013-02-23,QPR,Man United,0.0,2.0,A,2013,8.0,13.0,5.0,12.0,10,7,0,0.7829760964637852,1,1.4512360404812445,A
2013-02-23,Reading,Wigan,0.0,3.0,A,2013,8.0,14.0,1.0,7.0,11,19,1,1.7164431515461034,1,1.1847687833244673,D
2013-02-23,West Brom,Sunderland,2.0,1.0,H,2013,6.0,10.0,7.0,17.0,17,14,1,1.6154025376421437,0,0.9047583473893446,H
2013-02-24,Man City,Chelsea,2.0,0.0,H,2013,1.0,4.0,11.0,15.0,6,2,1,1.0945452684613133,1,1.0430357100255667,D
2013-02-24,Newcastle,Southampton,4.0,2.0,H,2013,7.0,11.0,5.0,11.0,8,12,1,1.5890933266981686,1,1.3889312418131163,D
2013-02-25,West Ham,Tottenham,2.0,3.0,A,2013,16.0,25.0,6.0,8.0,18,16,1,1.7120827520891495,1,1.133334813618488,D
2013-03-02,Chelsea,West Brom,1.0,0.0,H,2013,4.0,8.0,19.0,25.0,2,17,2,2.2227716521122174,0,0.8945086705269685,H
2013-03-02,Everton,Reading,3.0,1.0,H,2013,6.0,12.0,12.0,18.0,3,11,2,2.0901161350914825,0,0.6792617189389791,H
2013-03-02,Man United,Norwich,4.0,0.0,H,2013,1.0,1.0,10.0,13.0,7,9,2,2.3918456921697384,0,0.9111807390738641,H
2013-03-02,Southampton,QPR,1.0,2.0,A,2013,3.0,5.0,9.0,17.0,12,10,1,1.8058586404240775,0,0.6795776540899016,H
2013-03-02,Stoke,West Ham,0.0,1.0,A,2013,7.0,10.0,2.0,10.0,13,18,1,1.129603186436571,0,0.9012110086108359,H
2013-03-02,Sunderland,Fulham,2.0,2.0,D,2013,4.0,7.0,6.0,12.0,14,4,1,1.4708803510662036,0,0.9317167910510475,H
2013-03-02,Swansea,Newcastle,1.0,0.0,H,2013,7.0,14.0,7.0,10.0,15,8,1,1.768065665872879,0,0.836596777931681,H
2013-03-02,Wigan,Liverpool,0.0,4.0,A,2013,7.0,8.0,11.0,15.0,19,5,1,1.0707108999212178,1,1.607442912279055,D
2013-03-03,Tottenham,Arsenal,2.0,1.0,H,2013,6.0,10.0,5.0,11.0,16,0,1,1.6475331792322054,1,1.329777541872783,D
2013-03-04,Aston Villa,Man City,0.0,1.0,A,2013,12.0,20.0,5.0,10.0,1,6,1,1.0525140808409412,1,1.2232648117467708,D
2013-03-09,Norwich,Southampton,0.0,0.0,D,2013,7.0,15.0,2.0,3.0,9,12,1,1.8786424564725848,1,1.2529387427256997,D
2013-03-09,QPR,Sunderland,3.0,1.0,H,2013,3.0,7.0,8.0,15.0,10,14,0,0.7292427216157551,1,1.0387545124698823,A
2013-03-09,Reading,Aston Villa,1.0,2.0,A,2013,7.0,18.0,4.0,10.0,11,1,1,1.5200775992399471,1,1.3752375180396545,D
2013-03-09,West Brom,Swansea,2.0,1.0,H,2013,4.0,9.0,6.0,12.0,17,15,1,1.8826238101265083,0,0.8428922383771472,H
2013-03-10,Liverpool,Tottenham,3.0,2.0,H,2013,9.0,15.0,4.0,10.0,5,16,2,2.0330144625620914,1,1.0637245669157847,H
2013-03-10,Newcastle,Stoke,2.0,1.0,H,2013,4.0,7.0,6.0,14.0,8,13,1,1.2226940119309848,1,1.0962432556452277,D
2013-03-16,Aston Villa,QPR,3.0,2.0,H,2013,11.0,18.0,6.0,10.0,1,10,1,1.670818993152792,0,0.695564102085492,H
2013-03-16,Everton,Man City,2.0,0.0,H,2013,11.0,17.0,5.0,11.0,3,6,1,1.037877537564917,0,0.8424931369445193,H
2013-03-16,Man United,Reading,1.0,0.0,H,2013,1.0,5.0,8.0,17.0,7,11,2,2.8374967938076536,0,0.7203243347356373,H
2013-03-16,Southampton,Liverpool,3.0,1.0,H,2013,6.0,8.0,12.0,17.0,12,5,1,1.3432927815179347,1,1.3908292730138174,D
2013-03-16,Stoke,West Brom,0.0,0.0,D,2013,5.0,9.0,5.0,13.0,13,17,1,1.2414510907453815,1,1.1582868581640366,D
2013-03-16,Swansea,Arsenal,0.0,2.0,A,2013,11.0,15.0,2.0,9.0,15,0,1,1.1149214964860739,1,1.1377010220050554,D
2013-03-17,Chelsea,West Ham,2.0,0.0,H,2013,9.0,15.0,14.0,24.0,2,18,2,2.02251217117164,0,0.6959770418655492,H
2013-03-17,Sunderland,Norwich,1.0,1.0,D,2013,3.0,7.0,8.0,16.0,14,9,1,1.7120168164022895,0,0.8486490520554654,H
2013-03-17,Tottenham,Fulham,0.0,1.0,A,2013,2.0,6.0,6.0,12.0,16,4,2,2.024914465864651,1,1.2691634434385752,H
2013-03-17,Wigan,Newcastle,2.0,1.0,H,2013,4.0,9.0,10.0,13.0,19,8,1,1.7063055271602687,1,1.1916168377676608,D
2013-03-30,Arsenal,Reading,4.0,1.0,H,2013,2.0,4.0,14.0,23.0,0,11,2,2.6930947255933937,0,0.7075840442821774,H
2013-03-30,Everton,Stoke,1.0,0.0,H,2013,5.0,10.0,9.0,15.0,3,13,1,1.2904718471546492,0,0.6636085020558988,H
2013-03-30,Man City,Newcastle,4.0,0.0,H,2013,1.0,5.0,11.0,19.0,6,8,2,2.14504235826236,0,0.6380296416507013,H
2013-03-30,Southampton,Chelsea,2.0,1.0,H,2013,4.0,7.0,8.0,13.0,12,2,1,1.0923281101087345,1,1.6855173127508387,D
2013-03-30,Sunderland,Man United,0.0,1.0,A,2013,6.0,10.0,4.0,9.0,14,7,1,1.2183018075946395,1,1.0285587712842788,D
2013-03-30,Swansea,Tottenham,1.0,2.0,A,2013,7.0,9.0,3.0,11.0,15,16,1,1.439963806798908,1,1.1811800496585279,D
2013-03-30,West Ham,West Brom,3.0,1.0,H,2013,11.0,17.0,8.0,14.0,18,17,1,1.5446131875464222,1,1.1720095909074053,D
2013-03-30,Wigan,Norwich,1.0,0.0,H,2013,5.0,9.0,6.0,13.0,19,9,1,1.5392383996743288,1,1.4087416677592872,D
2013-03-31,Aston Villa,Liverpool,1.0,2.0,A,2013,12.0,16.0,7.0,10.0,1,5,1,1.242843178576894,1,1.4235472703022318,D
2013-04-01,Fulham,QPR,3.0,2.0,H,2013,11.0,19.0,5.0,9.0,4,10,2,2.026130309476946,0,0.6133331713591903,H
2013-04-06,Norwich,Swansea,2.0,2.0,D,2013,9.0,16.0,9.0,12.0,9,15,1,1.5243525605871882,1,1.034839445133733,D
2013-04-06,Reading,Southampton,0.0,2.0,A,2013,4.0,12.0,3.0,8.0,11,12,1,1.485141004012201,1,1.4863875529096082,D
2013-04-06,Stoke,Aston Villa,1.0,3.0,A,2013,8.0,11.0,2.0,6.0,13,1,1,1.4850482376896132,0,0.8490941103152295,H
2013-04-06,West Brom,Arsenal,1.0,2.0,A,2013,6.0,11.0,5.0,16.0,17,0,1,1.703754851784088,1,1.1997036505235539,D
2013-04-07,Chelsea,Sunderland,2.0,1.0,H,2013,3.0,7.0,7.0,14.0,2,14,1,1.8086987190992756,0,0.6283220225956828,H
2013-04-07,Liverpool,West Ham,0.0,0.0,D,2013,4.0,10.0,12.0,19.0,5,18,1,1.6689055113301443,0,0.8558792251049313,H
2013-04-07,Newcastle,Fulham,1.0,0.0,H,2013,3.0,5.0,10.0,20.0,8,4,1,1.4341902559388418,1,1.558347715497902,D
2013-04-07,QPR,Wigan,1.0,1.0,D,2013,10.0,16.0,2.0,6.0,10,19,1,1.2105293764979757,0,0.933922387975494,H
2013-04-07,Tottenham,Everton,2.0,2.0,D,2013,5.0,9.0,10.0,19.0,16,3,1,1.5815876974297356,1,1.0320429764081862,D
2013-04-08,Man United,Man City,1.0,2.0,A,2013,5.0,9.0,7.0,16.0,7,6,1,1.409000263555468,0,0.8934233911147561,H
2013-04-13,Arsenal,Norwich,3.0,1.0,H,2013,5.0,5.0,7.0,10.0,0,9,2,2.2701231000764444,0,0.895064794197922,H
2013-04-13,Aston Villa,Fulham,1.0,1.0,D,2013,3.0,8.0,7.0,15.0,1,4,1,1.5350386632514965,1,1.3696937908092144,D
2013-04-13,Everton,QPR,2.0,0.0,H,2013,5.0,8.0,10.0,14.0,3,10,1,1.6475841358289403,0,0.47905243139889664,H
2013-04-13,Reading,Liverpool,0.0,0.0,D,2013,15.0,26.0,5.0,7.0,11,5,1,1.0852306900105897,1,1.7332614890818772,D
2013-04-13,Southampton,West Ham,1.0,1.0,D,2013,4.0,6.0,11.0,15.0,12,18,1,1.43119800136873,1,1.1712729315396702,D
2013-04-14,Newcastle,Sunderland,0.0,3.0,A,2013,7.0,8.0,9.0,15.0,8,14,1,1.1063891528437761,1,1.2313582561929974,D
2013-04-14,Stoke,Man United,0.0,2.0,A,2013,3.0,9.0,4.0,13.0,13,7,1,1.0846194705715968,1,1.1366820140417229,D
2013-04-16,Arsenal,Everton,0.0,0.0,D,2013,5.0,10.0,6.0,10.0,0,3,1,1.5233697354409437,0,0.7990804312317313,H
2013-04-17,Fulham,Chelsea,0.0,3.0,A,2013,10.0,13.0,7.0,11.0,4,2,1,1.2255660782314848,1,1.5212149378200899,D
2013-04-17,Man City,Wigan,1.0,0.0,H,2013,6.0,8.0,4.0,10.0,6,19,2,2.12891663818747,0,0.5883141547858347,H
2013-04-17,West Ham,Man United,2.0,2.0,D,2013,9.0,15.0,4.0,10.0,18,7,1,1.349483318516098,1,1.1501487847151062,D
2013-04-20,Fulham,Arsenal,0.0,1.0,A,2013,7.0,10.0,5.0,7.0,4,0,1,1.5145540441483059,1,1.2654477566027997,D
2013-04-20,Norwich,Reading,2.0,1.0,H,2013,6.0,14.0,9.0,19.0,9,11,2,2.341177802867368,1,1.012234707889002,H
2013-04-20,QPR,Stoke,0.0,2.0,A,2013,4.0,11.0,11.0,25.0,10,13,0,0.8059015281124496,0,0.9247736171329785,D
2013-04-20,Sunderland,Everton,1.0,0.0,H,2013,5.0,8.0,4.0,8.0,14,3,1,1.1488516215642135,0,0.757642189567482,H
2013-04-20,Swansea,Southampton,0.0,0.0,D,2013,5.0,9.0,7.0,14.0,15,12,1,1.5183064565554005,0,0.9677943595431595,H
2013-04-20,West Brom,Newcastle,1.0,1.0,D,2013,6.0,10.0,4.0,8.0,17,8,2,2.7018498306812475,0,0.8821897748953772,H
2013-04-20,West Ham,Wigan,2.0,0.0,H,2013,10.0,18.0,11.0,17.0,18,19,2,2.0863845110158725,0,0.7401619513198179,H
2013-04-21,Liverpool,Chelsea,2.0,2.0,D,2013,6.0,9.0,12.0,23.0,5,2,1,1.2737527591555355,1,1.2316508071622538,D
2013-04-21,Tottenham,Man City,3.0,1.0,H,2013,7.0,11.0,8.0,11.0,16,6,1,1.3884021548399792,1,1.1334817979984728,D
2013-04-22,Man United,Aston Villa,3.0,0.0,H,2013,5.0,8.0,5.0,10.0,7,1,2,2.3304682188813164,0,0.8249399819133296,H
2013-04-27,Everton,Fulham,1.0,0.0,H,2013,2.0,6.0,10.0,17.0,3,4,1,1.5136920036352188,0,0.9433424450626371,H
2013-04-27,Man City,West Ham,2.0,1.0,H,2013,6.0,9.0,10.0,16.0,6,18,1,1.4341029825493508,0,0.724809816274371,H
2013-04-27,Newcastle,Liverpool,0.0,6.0,A,2013,10.0,11.0,1.0,5.0,8,5,1,1.1611913230898234,1,1.61961867058486,D
2013-04-27,Southampton,West Brom,0.0,3.0,A,2013,9.0,11.0,4.0,16.0,12,17,1,1.5729083816386595,1,1.5053855656034352,D
2013-04-27,Stoke,Norwich,1.0,0.0,H,2013,0.0,5.0,4.0,12.0,13,9,1,1.5241599096713776,0,0.937859984899581,H
2013-04-27,Wigan,Tottenham,2.0,2.0,D,2013,7.0,14.0,4.0,6.0,19,16,1,1.3896645638660199,1,1.6824282291501789,D
2013-04-28,Arsenal,Man United,1.0,1.0,D,2013,5.0,10.0,13.0,19.0,0,7,1,1.615460227836685,1,1.0848144385600054,D
2013-04-28,Chelsea,Swansea,2.0,0.0,H,2013,8.0,11.0,14.0,21.0,2,15,2,2.1078952116119165,0,0.5853582424251738,H
2013-04-28,Reading,QPR,0.0,0.0,D,2013,5.0,15.0,7.0,13.0,11,10,1,1.4589322933712507,0,0.84689458262713,H
2013-04-29,Aston Villa,Sunderland,6.0,1.0,H,2013,4.0,7.0,15.0,18.0,1,14,1,1.184187466889113,1,1.0822897489411316,D
2013-05-04,Fulham,Reading,2.0,4.0,A,2013,13.0,20.0,13.0,18.0,4,11,2,2.5703377202676254,0,0.8696621015849386,H
2013-05-04,Norwich,Aston Villa,1.0,2.0,A,2013,6.0,12.0,4.0,9.0,9,1,1,1.9228358164984198,1,1.1592456916292564,D
2013-05-04,QPR,Arsenal,0.0,1.0,A,2013,11.0,13.0,6.0,14.0,10,0,0,0.7691276917854595,1,1.3773816889380475,A
2013-05-04,Swansea,Man City,0.0,0.0,D,2013,8.0,12.0,1.0,7.0,15,6,0,0.9395619024316524,0,0.969758744903183,D
2013-05-04,Tottenham,Southampton,1.0,0.0,H,2013,6.0,10.0,4.0,7.0,16,12,2,2.243620085630619,1,1.1311857681234714,H
2013-05-04,West Brom,Wigan,2.0,3.0,A,2013,8.0,13.0,11.0,17.0,17,19,2,2.6815382159077057,0,0.8134492473351518,H
2013-05-04,West Ham,Newcastle,0.0,0.0,D,2013,6.0,11.0,3.0,9.0,18,8,2,2.1021880666787527,0,0.802709336028095,H
2013-05-05,Liverpool,Everton,0.0,0.0,D,2013,4.0,11.0,8.0,16.0,5,3,1,1.5110968125311002,0,0.7951700667629014,H
2013-05-05,Man United,Chelsea,0.0,1.0,A,2013,6.0,15.0,4.0,10.0,7,2,1,1.3529505442651224,1,1.2599929743726428,D
2013-05-06,Sunderland,Stoke,1.0,1.0,D,2013,7.0,11.0,7.0,14.0,14,13,1,1.2539735157650398,0,0.6554302600140719,H
2013-05-07,Man City,West Brom,1.0,0.0,H,2013,11.0,20.0,9.0,21.0,6,17,1,1.576101000160437,0,0.9315661668991284,H
2013-05-07,Wigan,Swansea,2.0,3.0,A,2013,6.0,10.0,11.0,14.0,19,15,1,1.1889378070921228,1,1.1385357348910536,D
2013-05-08,Chelsea,Tottenham,2.0,2.0,D,2013,6.0,13.0,8.0,15.0,2,16,2,2.4637683001134274,0,0.8649910591660822,H
2013-05-11,Aston Villa,Chelsea,1.0,2.0,A,2013,8.0,11.0,7.0,12.0,1,2,1,1.0106453031649119,1,1.7251675789180578,D
2013-05-12,Everton,West Ham,2.0,0.0,H,2013,2.0,7.0,13.0,23.0,3,18,1,1.305760633474313,0,0.8256615595126148,H
2013-05-12,Fulham,Liverpool,1.0,3.0,A,2013,14.0,20.0,8.0,10.0,4,5,1,1.5071424519119259,1,1.2552527642763143,D
2013-05-12,Man United,Swansea,2.0,1.0,H,2013,2.0,5.0,9.0,16.0,7,15,1,1.8475083344806822,0,0.7364102703302012,H
2013-05-12,Norwich,West Brom,4.0,0.0,H,2013,5.0,8.0,8.0,11.0,9,17,1,1.6074269920215034,1,1.5813783580467302,D
2013-05-12,QPR,Newcastle,1.0,2.0,A,2013,7.0,10.0,3.0,8.0,10,8,1,1.2196986682953552,1,1.0128434981247183,D
2013-05-12,Stoke,Tottenham,1.0,2.0,A,2013,15.0,23.0,3.0,6.0,13,16,1,1.3760513099099447,1,1.1200649130334588,D
2013-05-12,Sunderland,Southampton,1.0,1.0,D,2013,10.0,15.0,5.0,5.0,14,12,1,1.6297462213063842,0,0.8304247805177378,H
2013-05-14,Arsenal,Wigan,4.0,1.0,H,2013,5.0,10.0,12.0,19.0,0,19,2,2.497601230985817,0,0.6981169587231929,H
2013-05-14,Reading,Man City,0.0,2.0,A,2013,20.0,27.0,7.0,11.0,11,6,0,0.9190383806143307,1,1.4894045553538415,A
2013-05-19,Chelsea,Everton,2.0,1.0,H,2013,9.0,16.0,10.0,20.0,2,3,1,1.8312670636020432,0,0.6466100526950233,H
2013-05-19,Liverpool,QPR,1.0,0.0,H,2013,3.0,10.0,20.0,27.0,5,10,2,2.1057934924480346,0,0.4965848525300718,H
2013-05-19,Man City,Norwich,2.0,3.0,A,2013,7.0,12.0,5.0,12.0,6,9,1,1.9350177996905003,0,0.75428519719702,H
2013-05-19,Newcastle,Arsenal,0.0,1.0,A,2013,3.0,9.0,2.0,7.0,8,0,1,1.1669016503281324,1,1.6327729932745736,D
2013-05-19,Southampton,Stoke,1.0,1.0,D,2013,3.0,7.0,7.0,11.0,12,13,1,1.414440503965982,0,0.9413865362176722,H
2013-05-19,Swansea,Fulham,0.0,3.0,A,2013,6.0,8.0,11.0,19.0,15,4,1,1.370303612088849,1,1.0858421812854318,D
2013-05-19,Tottenham,Sunderland,1.0,0.0,H,2013,4.0,6.0,19.0,23.0,16,14,1,1.5620963754230346,1,1.0028537719754678,D
2013-05-19,West Brom,Man United,5.0,5.0,D,2013,8.0,12.0,8.0,15.0,17,7,1,1.734431535138701,1,1.2640310158900385,D
2013-05-19,West Ham,Reading,4.0,2.0,H,2013,7.0,17.0,12.0,21.0,18,11,2,2.249691044538288,0,0.7501992042945418,H
2013-05-19,Wigan,Aston Villa,2.0,2.0,D,2013,2.0,5.0,6.0,12.0,19,1,1,1.4997397965370907,1,1.2754081337398566,D
